Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-10.70,5.71,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-10.70,5.70,-67.52,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-10.70,5.70,-47.52
0.22,-10.70,5.37,-67.52,0.0,0.0,0.0,3.33,0.00,0.00,None,None,-10.70,5.37,-47.52
0.31,-10.70,5.00,-67.52,0.0,0.0,0.0,4.05,0.00,0.00,None,None,-10.70,5.00,-47.52
0.41,-10.70,4.61,-67.52,0.0,0.0,0.0,3.88,0.00,0.00,None,None,-10.70,4.61,-47.52
0.51,-10.70,4.15,-67.52,0.0,0.0,0.0,4.80,0.00,0.00,None,None,-10.70,4.15,-47.52
0.61,-10.70,3.54,-67.52,0.0,0.0,0.0,5.81,0.00,0.00,None,None,-10.70,3.54,-47.52
0.71,-10.70,2.89,-67.52,0.0,0.0,0.0,6.72,0.00,0.00,None,None,-10.70,2.89,-47.52
0.81,-10.70,2.14,-67.52,0.0,0.0,0.0,7.67,0.00,0.00,None,None,-10.70,2.14,-47.52
0.90,-10.70,1.94,-67.52,0.0,0.0,0.0,2.07,0.00,0.00,None,None,-10.70,1.94,-47.52
1.00,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.10,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.20,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.30,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.40,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.50,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.60,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.70,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.80,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.90,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.00,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.10,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.20,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.30,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.40,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.51,-10.70,1.94,-67.48,0.0,0.0,0.0,0.35,0.00,0.00,None,None,-10.70,1.94,-47.48
2.60,-10.70,1.94,-67.38,0.0,0.0,0.0,1.09,0.00,0.00,None,None,-10.70,1.94,-47.38
2.71,-10.70,1.94,-67.28,0.0,0.0,0.0,0.95,0.00,0.00,None,None,-10.70,1.94,-47.28
2.80,-10.70,1.94,-67.19,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-47.19
2.90,-10.70,1.94,-67.09,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-47.09
3.00,-10.70,1.94,-66.98,0.0,0.0,0.0,1.05,0.00,0.00,None,None,-10.70,1.94,-46.98
3.11,-10.70,1.94,-66.88,0.0,0.0,0.0,0.94,0.00,0.00,None,None,-10.70,1.94,-46.88
3.21,-10.70,1.94,-66.78,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-46.78
3.30,-10.70,1.94,-66.68,0.0,0.0,0.0,1.06,0.00,0.00,None,None,-10.70,1.94,-46.68
3.40,-10.70,1.94,-66.58,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.58
3.51,-10.70,1.94,-66.48,0.0,0.0,0.0,0.93,0.00,0.00,None,None,-10.70,1.94,-46.48
3.60,-10.70,1.94,-66.39,0.0,0.0,0.0,1.04,0.00,0.00,None,None,-10.70,1.94,-46.39
3.71,-10.70,1.94,-66.28,0.0,0.0,0.0,0.97,0.00,0.00,None,None,-10.70,1.94,-46.28
3.81,-10.70,1.94,-66.18,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.18
3.90,-10.70,1.94,-66.08,0.0,0.0,0.0,1.04,0.00,0.00,None,None,-10.70,1.94,-46.08
4.00,-10.70,1.94,-65.99,0.0,0.0,0.0,0.96,0.00,0.00,None,None,-10.70,1.94,-45.99
4.10,-10.70,1.94,-65.88,0.0,0.0,0.0,1.05,0.00,0.00,None,None,-10.70,1.94,-45.88
