Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-115.71,5.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-115.71,5.70,42.64,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-115.71,5.70,62.64
0.22,-115.71,5.70,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,5.70,62.64
0.32,-115.71,5.70,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,5.70,62.64
0.42,-115.71,4.48,42.64,0.0,0.0,0.0,12.21,0.00,0.00,None,None,-115.71,4.48,62.64
0.52,-115.71,4.48,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,4.48,62.64
0.62,-115.71,3.08,42.64,0.0,0.0,0.0,13.94,0.00,0.00,None,None,-115.71,3.08,62.64
0.71,-115.71,2.71,42.64,0.0,0.0,0.0,4.06,0.00,0.00,None,None,-115.71,2.71,62.64
0.82,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
0.91,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
1.00,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
1.11,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
1.21,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
1.30,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
1.41,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
1.50,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
1.61,-115.71,2.71,42.64,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-115.71,2.71,62.64
