Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-95.84,7.31,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-95.84,7.30,61.22,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-95.84,7.30,81.22
0.22,-95.84,7.13,61.22,0.0,0.0,0.0,1.67,0.00,0.00,None,None,-95.84,7.13,81.22
0.30,-95.84,6.69,61.22,0.0,0.0,0.0,5.41,0.00,0.00,None,None,-95.84,6.69,81.22
0.40,-95.84,6.31,61.22,0.0,0.0,0.0,3.72,0.00,0.00,None,None,-95.84,6.31,81.22
0.50,-95.84,5.83,61.22,0.0,0.0,0.0,4.71,0.00,0.00,None,None,-95.84,5.83,81.22
0.60,-95.84,5.27,61.22,0.0,0.0,0.0,5.69,0.00,0.00,None,None,-95.84,5.27,81.22
0.70,-95.84,4.61,61.22,0.0,0.0,0.0,6.64,0.00,0.00,None,None,-95.84,4.61,81.22
0.80,-95.84,3.85,61.22,0.0,0.0,0.0,7.61,0.00,0.00,None,None,-95.84,3.85,81.22
0.90,-95.84,3.02,61.22,0.0,0.0,0.0,8.58,0.00,0.00,None,None,-95.84,3.02,81.22
1.00,-95.84,2.04,61.22,0.0,0.0,0.0,9.55,0.00,0.00,None,None,-95.84,2.04,81.22
1.11,-95.84,1.61,61.22,0.0,0.0,0.0,4.17,0.00,0.00,None,None,-95.84,1.61,81.22
1.20,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.30,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.40,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.50,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.60,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.70,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.80,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.91,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
2.00,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
2.10,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
2.20,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
2.30,-95.84,1.61,61.22,359.6,2.8,0.0,0.00,27.81,-3.97,None,None,-94.86,1.75,81.19
2.40,-95.84,1.61,61.22,359.2,35.6,0.0,0.00,328.11,-4.00,None,None,-84.20,1.89,77.48
2.50,-95.84,1.61,61.22,359.6,70.8,0.0,0.00,356.66,4.05,None,None,-76.95,1.75,67.80
2.60,-95.84,1.61,61.22,358.4,80.2,0.0,0.00,95.26,-12.16,None,None,-76.14,2.17,64.62
2.70,-95.84,1.61,61.22,359.0,88.6,0.0,0.00,83.24,5.95,None,None,-75.85,1.96,61.71
2.81,-95.84,1.61,61.22,358.8,122.4,0.0,0.00,323.16,-1.91,None,None,-78.96,2.03,50.50
2.92,-95.84,1.61,61.22,355.4,134.8,0.0,0.00,111.30,-30.52,None,None,-81.69,3.22,47.17
3.01,-95.84,1.61,61.22,355.4,134.8,0.0,0.00,0.00,0.00,None,None,-81.69,3.22,47.17
3.10,-95.84,1.61,61.22,355.4,134.8,0.0,0.00,0.00,0.00,None,None,-81.69,3.22,47.17
3.20,-95.84,1.61,61.22,356.6,137.6,0.0,,,,ConfusedPromptActivated,None,-82.38,2.80,46.47
3.20,-95.84,1.61,61.22,356.6,137.6,0.0,0.00,27.91,11.96,None,None,-82.38,2.80,46.47
3.30,-95.84,1.61,61.22,1.4,170.2,0.0,0.00,333.74,49.14,None,None,-92.44,1.12,41.52
3.40,-95.84,1.61,61.22,3.0,206.8,0.0,0.00,359.24,15.70,None,None,-104.85,0.57,43.39
3.50,-95.84,1.61,61.22,2.4,231.8,0.0,0.00,247.12,-5.93,None,None,-111.54,0.77,48.86
3.61,-95.84,1.61,61.22,2.2,240.4,0.0,0.00,84.17,-1.96,None,road_sign_directions (3),-111.98,0.90,52.05
