Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-10.70,5.71,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-10.70,5.70,-67.52,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-10.70,5.70,-47.52
0.22,-10.70,5.35,-67.52,0.0,0.0,0.0,3.47,0.00,0.00,None,None,-10.70,5.35,-47.52
0.31,-10.70,4.99,-67.52,0.0,0.0,0.0,3.91,0.00,0.00,None,None,-10.70,4.99,-47.52
0.41,-10.70,4.60,-67.52,0.0,0.0,0.0,3.91,0.00,0.00,None,None,-10.70,4.60,-47.52
0.51,-10.70,4.14,-67.52,0.0,0.0,0.0,4.81,0.00,0.00,None,None,-10.70,4.14,-47.52
0.61,-10.70,3.54,-67.52,0.0,0.0,0.0,5.75,0.00,0.00,None,None,-10.70,3.54,-47.52
0.70,-10.70,2.93,-67.52,0.0,0.0,0.0,6.71,0.00,0.00,None,None,-10.70,2.93,-47.52
0.81,-10.70,2.14,-67.52,0.0,0.0,0.0,7.65,0.00,0.00,None,None,-10.70,2.14,-47.52
0.90,-10.70,1.94,-67.52,0.0,0.0,0.0,2.06,0.00,0.00,None,None,-10.70,1.94,-47.52
1.01,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.10,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.20,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.30,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.40,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.50,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.60,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.70,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.80,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.90,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.00,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.10,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.20,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.30,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.40,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.50,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.60,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.70,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.81,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.92,-10.70,1.94,-67.50,0.0,0.0,0.0,0.17,0.00,0.00,None,None,-10.70,1.94,-47.50
3.00,-10.70,1.94,-67.41,0.0,0.0,0.0,1.06,0.00,0.00,None,None,-10.70,1.94,-47.41
3.11,-10.70,1.94,-67.31,0.0,0.0,0.0,0.97,0.00,0.00,None,None,-10.70,1.94,-47.31
3.21,-10.70,1.94,-67.20,0.0,0.0,0.0,1.04,0.00,0.00,None,None,-10.70,1.94,-47.20
3.31,-10.70,1.94,-67.10,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-47.10
3.41,-10.70,1.94,-67.00,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.94,-47.00
3.51,-10.70,1.94,-66.91,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-46.91
3.61,-10.70,1.94,-66.80,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-46.80
3.70,-10.70,1.94,-66.71,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.71
3.80,-10.70,1.94,-66.61,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.94,-46.61
3.91,-10.70,1.94,-66.50,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.94,-46.50
4.00,-10.70,1.94,-66.40,0.0,0.0,0.0,1.05,0.00,0.00,None,None,-10.70,1.94,-46.40
4.10,-10.70,1.94,-66.31,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-46.31
