Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-10.70,5.71,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-10.70,5.70,-67.52,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-10.70,5.70,-47.52
0.22,-10.70,5.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,5.70,-47.52
0.32,-10.70,5.02,-67.52,0.0,0.0,0.0,6.75,0.00,0.00,None,None,-10.70,5.02,-47.52
0.41,-10.70,4.45,-67.52,0.0,0.0,0.0,6.36,0.00,0.00,None,None,-10.70,4.45,-47.52
0.52,-10.70,4.02,-67.52,0.0,0.0,0.0,3.92,0.00,0.00,None,None,-10.70,4.02,-47.52
0.60,-10.70,3.42,-67.52,0.0,0.0,0.0,7.21,0.00,0.00,None,None,-10.70,3.42,-47.52
0.70,-10.70,2.74,-67.52,0.0,0.0,0.0,6.69,0.00,0.00,None,None,-10.70,2.74,-47.52
0.80,-10.70,1.98,-67.52,0.0,0.0,0.0,7.64,0.00,0.00,None,None,-10.70,1.98,-47.52
0.91,-10.70,1.94,-67.52,0.0,0.0,0.0,0.40,0.00,0.00,None,None,-10.70,1.94,-47.52
1.00,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.10,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.20,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.30,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.41,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.51,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.60,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.71,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.81,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
1.90,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.00,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.12,-10.70,1.94,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.94,-47.52
2.20,-10.70,1.94,-67.42,0.0,0.0,0.0,1.21,0.00,0.00,None,None,-10.70,1.94,-47.42
2.31,-10.70,1.94,-67.32,0.0,0.0,0.0,0.94,0.00,0.00,None,None,-10.70,1.94,-47.32
2.40,-10.70,1.94,-67.22,0.0,0.0,0.0,1.06,0.00,0.00,None,None,-10.70,1.94,-47.22
2.50,-10.70,1.94,-67.12,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-47.12
2.61,-10.70,1.94,-67.01,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.94,-47.01
2.70,-10.70,1.94,-66.92,0.0,0.0,0.0,1.03,0.00,0.00,None,None,-10.70,1.94,-46.92
2.80,-10.70,1.94,-66.81,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-46.81
2.90,-10.70,1.94,-66.72,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.72
3.00,-10.70,1.94,-66.61,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.61
3.10,-10.70,1.94,-66.51,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-46.51
3.20,-10.70,1.94,-66.42,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.42
3.30,-10.70,1.94,-66.32,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.32
3.40,-10.70,1.94,-66.22,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.22
3.50,-10.70,1.94,-66.11,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.11
3.60,-10.70,1.94,-66.02,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.94,-46.02
3.70,-10.70,1.94,-65.92,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.94,-45.92
3.80,-10.70,1.94,-65.82,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-45.82
3.91,-10.70,1.94,-65.71,0.0,0.0,0.0,0.97,0.00,0.00,None,None,-10.70,1.94,-45.71
4.00,-10.70,1.94,-65.62,0.0,0.0,0.0,1.03,0.00,0.00,None,None,-10.70,1.94,-45.62
4.10,-10.70,1.94,-65.52,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.94,-45.52
