Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-10.70,5.71,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-10.70,5.70,-67.52,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-10.70,5.70,-47.52
0.22,-10.70,5.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,5.70,-47.52
0.32,-10.70,5.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,5.70,-47.52
0.42,-10.70,4.48,-67.52,0.0,0.0,0.0,12.21,0.00,0.00,None,None,-10.70,4.48,-47.52
0.51,-10.70,3.74,-67.52,0.0,0.0,0.0,8.03,0.00,0.00,None,None,-10.70,3.74,-47.52
0.62,-10.70,3.10,-67.52,0.0,0.0,0.0,5.93,0.00,0.00,None,None,-10.70,3.10,-47.52
0.70,-10.70,2.55,-67.52,0.0,0.0,0.0,6.72,0.00,0.00,None,None,-10.70,2.55,-47.52
0.80,-10.70,1.79,-67.52,0.0,0.0,0.0,7.60,0.00,0.00,None,None,-10.70,1.79,-47.52
0.90,-10.70,1.74,-67.52,0.0,0.0,0.0,0.47,0.00,0.00,None,None,-10.70,1.74,-47.52
1.00,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.10,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.20,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.30,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.40,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.50,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.61,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.70,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.80,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
1.90,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
2.00,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
2.10,-10.70,1.74,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.74,-47.52
2.20,-10.70,1.74,-67.43,0.0,0.0,0.0,0.88,0.00,0.00,None,None,-10.70,1.74,-47.43
2.30,-10.70,1.74,-67.33,0.0,0.0,0.0,1.02,0.00,0.00,None,None,-10.70,1.74,-47.33
2.40,-10.70,1.74,-67.23,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.74,-47.23
2.50,-10.70,1.74,-67.13,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.74,-47.13
2.60,-10.70,1.74,-67.03,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.74,-47.03
2.70,-10.70,1.74,-66.93,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.74,-46.93
2.81,-10.70,1.74,-66.83,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.74,-46.83
2.90,-10.70,1.74,-66.73,0.0,0.0,0.0,1.03,0.00,0.00,None,None,-10.70,1.74,-46.73
3.00,-10.70,1.74,-66.63,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.74,-46.63
3.11,-10.70,1.74,-66.53,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.74,-46.53
3.20,-10.70,1.74,-66.43,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.74,-46.43
3.30,-10.70,1.74,-66.33,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.74,-46.33
3.40,-10.70,1.74,-66.23,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.74,-46.23
3.50,-10.70,1.74,-66.13,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.74,-46.13
3.60,-10.70,1.74,-66.03,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.74,-46.03
3.70,-10.70,1.74,-65.93,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.74,-45.93
3.80,-10.70,1.74,-65.83,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.74,-45.83
3.90,-10.70,1.74,-65.73,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.74,-45.73
4.01,-10.70,1.74,-65.63,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.74,-45.63
4.10,-10.70,1.74,-65.53,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.74,-45.53
