Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-10.70,5.71,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-10.70,5.70,-67.52,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-10.70,5.70,-47.52
0.22,-10.70,5.40,-67.52,0.0,0.0,0.0,2.95,0.00,0.00,None,None,-10.70,5.40,-47.52
0.32,-10.70,4.94,-67.52,0.0,0.0,0.0,4.85,0.00,0.00,None,None,-10.70,4.94,-47.52
0.41,-10.70,4.54,-67.52,0.0,0.0,0.0,4.04,0.00,0.00,None,None,-10.70,4.54,-47.52
0.52,-10.70,4.20,-67.52,0.0,0.0,0.0,3.19,0.00,0.00,None,None,-10.70,4.20,-47.52
0.60,-10.70,3.52,-67.52,0.0,0.0,0.0,8.05,0.00,0.00,None,None,-10.70,3.52,-47.52
0.71,-10.70,2.82,-67.52,0.0,0.0,0.0,6.76,0.00,0.00,None,None,-10.70,2.82,-47.52
0.80,-10.70,2.11,-67.52,0.0,0.0,0.0,7.65,0.00,0.00,None,None,-10.70,2.11,-47.52
0.91,-10.70,1.70,-67.52,0.0,0.0,0.0,3.75,0.00,0.00,None,None,-10.70,1.70,-47.52
1.01,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.10,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.22,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.30,-10.70,1.70,-67.42,0.0,0.0,0.0,1.22,0.00,0.00,None,None,-10.70,1.70,-47.42
1.40,-10.70,1.70,-67.32,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.70,-47.32
1.50,-10.70,1.70,-67.22,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.70,-47.22
1.60,-10.70,1.70,-67.12,0.0,0.0,0.0,0.97,0.00,0.00,None,None,-10.70,1.70,-47.12
1.70,-10.70,1.70,-67.02,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.70,-47.02
1.80,-10.70,1.70,-66.92,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.70,-46.92
1.90,-10.70,1.70,-66.82,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.70,-46.82
2.01,-10.71,1.70,-66.72,0.0,0.0,0.0,0.97,0.00,0.00,None,None,-10.71,1.70,-46.72
2.10,-10.81,1.70,-66.62,0.0,0.0,0.0,1.51,0.00,0.00,None,None,-10.81,1.70,-46.62
2.20,-10.90,1.70,-66.53,0.0,0.0,0.0,1.35,0.00,0.00,None,None,-10.90,1.70,-46.53
2.30,-11.00,1.70,-66.42,0.0,0.0,0.0,1.47,0.00,0.00,None,None,-11.00,1.70,-46.42
2.40,-11.11,1.70,-66.32,0.0,0.0,0.0,1.42,0.00,0.00,None,None,-11.11,1.70,-46.32
2.50,-11.20,1.70,-66.22,0.0,0.0,0.0,1.37,0.00,0.00,None,None,-11.20,1.70,-46.22
2.60,-11.25,1.70,-66.12,0.0,0.0,0.0,1.13,0.00,0.00,None,None,-11.25,1.70,-46.12
2.70,-11.25,1.70,-66.02,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-46.02
2.81,-11.25,1.70,-65.92,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-11.25,1.70,-45.92
2.90,-11.25,1.70,-65.82,0.0,0.0,0.0,1.03,0.00,0.00,None,None,-11.25,1.70,-45.82
3.00,-11.25,1.70,-65.72,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-11.25,1.70,-45.72
3.10,-11.25,1.70,-65.62,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-11.25,1.70,-45.62
3.20,-11.25,1.70,-65.52,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-11.25,1.70,-45.52
3.30,-11.25,1.70,-65.42,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-11.25,1.70,-45.42
3.40,-11.25,1.70,-65.32,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-11.25,1.70,-45.32
3.50,-11.25,1.70,-65.22,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-45.22
3.60,-11.25,1.70,-65.12,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-45.12
3.70,-11.25,1.70,-65.02,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-45.02
3.80,-11.25,1.70,-64.92,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-44.92
3.90,-11.25,1.70,-64.82,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-44.82
4.00,-11.25,1.70,-64.72,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-44.72
4.10,-11.25,1.70,-64.62,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-11.25,1.70,-44.62
