Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-10.70,5.71,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-10.70,5.70,-67.52,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-10.70,5.70,-47.52
0.22,-10.70,5.39,-67.52,0.0,0.0,0.0,3.13,0.00,0.00,None,None,-10.70,5.39,-47.52
0.30,-10.70,5.02,-67.52,0.0,0.0,0.0,4.33,0.00,0.00,None,None,-10.70,5.02,-47.52
0.42,-10.70,4.59,-67.52,0.0,0.0,0.0,3.87,0.00,0.00,None,None,-10.70,4.59,-47.52
0.52,-10.70,4.22,-67.52,0.0,0.0,0.0,3.56,0.00,0.00,None,None,-10.70,4.22,-47.52
0.61,-10.70,3.56,-67.52,0.0,0.0,0.0,7.43,0.00,0.00,None,None,-10.70,3.56,-47.52
0.71,-10.70,2.89,-67.52,0.0,0.0,0.0,6.72,0.00,0.00,None,None,-10.70,2.89,-47.52
0.80,-10.70,2.17,-67.52,0.0,0.0,0.0,7.66,0.00,0.00,None,None,-10.70,2.17,-47.52
0.90,-10.70,1.98,-67.52,0.0,0.0,0.0,1.83,0.00,0.00,None,None,-10.70,1.98,-47.52
1.00,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.10,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.20,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.30,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.40,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.50,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.60,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.70,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.80,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
1.90,-10.70,1.98,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.98,-47.52
2.01,-10.70,1.98,-67.49,0.0,0.0,0.0,0.30,0.00,0.00,None,None,-10.70,1.98,-47.49
2.10,-10.70,1.98,-67.39,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.98,-47.39
2.21,-10.70,1.98,-67.29,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.98,-47.29
2.30,-10.70,1.98,-67.20,0.0,0.0,0.0,1.02,0.00,0.00,None,None,-10.70,1.98,-47.20
2.40,-10.70,1.98,-67.10,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.98,-47.10
2.51,-10.70,1.98,-66.99,0.0,0.0,0.0,1.03,0.00,0.00,None,None,-10.70,1.98,-46.99
2.60,-10.70,1.98,-66.90,0.0,0.0,0.0,0.95,0.00,0.00,None,None,-10.70,1.98,-46.90
2.70,-10.70,1.98,-66.79,0.0,0.0,0.0,1.03,0.00,0.00,None,None,-10.70,1.98,-46.79
2.80,-10.70,1.98,-66.69,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.98,-46.69
2.90,-10.70,1.98,-66.59,0.0,0.0,0.0,1.06,0.00,0.00,None,None,-10.70,1.98,-46.59
3.00,-10.70,1.98,-66.50,0.0,0.0,0.0,0.96,0.00,0.00,None,None,-10.70,1.98,-46.50
3.10,-10.70,1.98,-66.40,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.98,-46.40
3.20,-10.70,1.98,-66.29,0.0,0.0,0.0,1.06,0.00,0.00,None,None,-10.70,1.98,-46.29
3.30,-10.70,1.98,-66.19,0.0,0.0,0.0,0.93,0.00,0.00,None,None,-10.70,1.98,-46.19
3.41,-10.70,1.98,-66.09,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.98,-46.09
3.50,-10.70,1.98,-65.99,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.98,-45.99
3.61,-10.70,1.98,-65.89,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.98,-45.89
3.71,-10.70,1.98,-65.79,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.98,-45.79
3.81,-10.70,1.98,-65.69,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.98,-45.69
3.91,-10.70,1.98,-65.59,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.98,-45.59
4.01,-10.70,1.98,-65.49,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.98,-45.49
4.10,-10.70,1.98,-65.40,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.98,-45.40
