Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-10.70,5.71,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-10.70,5.70,-67.52,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-10.70,5.70,-47.52
0.22,-10.70,5.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,5.70,-47.52
0.30,-10.70,4.92,-67.52,0.0,0.0,0.0,9.65,0.00,0.00,None,None,-10.70,4.92,-47.52
0.42,-10.70,4.55,-67.52,0.0,0.0,0.0,3.07,0.00,0.00,None,None,-10.70,4.55,-47.52
0.51,-10.70,4.02,-67.52,0.0,0.0,0.0,5.89,0.00,0.00,None,None,-10.70,4.02,-47.52
0.62,-10.70,3.40,-67.52,0.0,0.0,0.0,5.85,0.00,0.00,None,None,-10.70,3.40,-47.52
0.71,-10.70,2.80,-67.52,0.0,0.0,0.0,6.73,0.00,0.00,None,None,-10.70,2.80,-47.52
0.80,-10.70,2.06,-67.52,0.0,0.0,0.0,7.63,0.00,0.00,None,None,-10.70,2.06,-47.52
0.90,-10.70,1.70,-67.52,0.0,0.0,0.0,3.65,0.00,0.00,None,None,-10.70,1.70,-47.52
1.01,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.10,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.20,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.31,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.40,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.50,-10.70,1.70,-67.52,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-10.70,1.70,-47.52
1.61,-10.70,1.70,-67.48,0.0,0.0,0.0,0.35,0.00,0.00,None,None,-10.70,1.70,-47.48
1.70,-10.70,1.70,-67.38,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.70,-47.38
1.80,-10.70,1.70,-67.29,0.0,0.0,0.0,0.99,0.00,0.00,None,None,-10.70,1.70,-47.29
1.91,-10.70,1.70,-67.19,0.0,0.0,0.0,0.96,0.00,0.00,None,None,-10.70,1.70,-47.19
2.00,-10.70,1.70,-67.09,0.0,0.0,0.0,1.05,0.00,0.00,None,None,-10.70,1.70,-47.09
2.10,-10.70,1.70,-66.99,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.70,-46.99
2.20,-10.70,1.70,-66.89,0.0,0.0,0.0,1.00,0.00,0.00,None,None,-10.70,1.70,-46.89
2.30,-10.70,1.70,-66.79,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.70,-46.79
2.40,-10.70,1.70,-66.69,0.0,0.0,0.0,0.98,0.00,0.00,None,None,-10.70,1.70,-46.69
2.50,-10.70,1.70,-66.59,0.0,0.0,0.0,1.02,0.00,0.00,None,None,-10.70,1.70,-46.59
2.60,-10.70,1.70,-66.49,0.0,0.0,0.0,0.96,0.00,0.00,None,None,-10.70,1.70,-46.49
2.70,-10.70,1.70,-66.39,0.0,0.0,0.0,1.04,0.00,0.00,None,None,-10.70,1.70,-46.39
2.80,-10.70,1.70,-66.29,0.0,0.0,0.0,1.01,0.00,0.00,None,None,-10.70,1.70,-46.29
2.91,-10.77,1.70,-66.18,0.0,0.0,0.0,1.21,0.00,0.00,None,None,-10.77,1.70,-46.18
3.00,-10.87,1.70,-66.09,0.0,0.0,0.0,1.42,0.00,0.00,None,None,-10.87,1.70,-46.09
3.10,-10.97,1.70,-65.99,0.0,0.0,0.0,1.41,0.00,0.00,None,None,-10.97,1.70,-45.99
3.21,-11.07,1.70,-65.89,0.0,0.0,0.0,1.31,0.00,0.00,None,None,-11.07,1.70,-45.89
3.30,-11.17,1.70,-65.79,0.0,0.0,0.0,1.51,0.00,0.00,None,None,-11.17,1.70,-45.79
3.40,-11.27,1.70,-65.69,0.0,0.0,0.0,1.40,0.00,0.00,None,None,-11.27,1.70,-45.69
3.50,-11.37,1.70,-65.59,0.0,0.0,0.0,1.42,0.00,0.00,None,None,-11.37,1.70,-45.59
3.60,-11.47,1.70,-65.49,0.0,0.0,0.0,1.41,0.00,0.00,None,None,-11.47,1.70,-45.49
3.70,-11.57,1.70,-65.39,0.0,0.0,0.0,1.45,0.00,0.00,None,None,-11.57,1.70,-45.39
3.81,-11.67,1.70,-65.28,0.0,0.0,0.0,1.37,0.00,0.00,None,None,-11.67,1.70,-45.28
3.90,-11.77,1.70,-65.19,0.0,0.0,0.0,1.45,0.00,0.00,None,None,-11.77,1.70,-45.19
4.00,-11.87,1.70,-65.09,0.0,0.0,0.0,1.38,0.00,0.00,None,None,-11.87,1.70,-45.09
4.10,-11.97,1.70,-64.99,0.0,0.0,0.0,1.42,0.00,0.00,None,None,-11.97,1.70,-44.99
